tokens,pos_tags
"['Mężczyzna', 'w', 'czapce', 'z', 'daszkiem', 'trzyma', 'w', 'rękach', 'kamerę', 'i', 'spogląda', 'przez', 'obiektyw', '.']","[0, 1, 0, 1, 0, 4, 1, 0, 0, 3, 4, 1, 0, 5]"
"['Kobieta', 'w', 'długiej', ',', 'ciemnej', 'sukience', 'i', 'białym', 'kapeluszu', 'stoi', 'z', 'jedną', 'dużą', 'torbą', 'na', 'ramieniu', ',', 'drugą', 'torbą', 'na', 'wózku', 'i', 'białym', 'krzyżem', 'w', 'ręce', 'na', 'chodniku', 'obok', 'kamiennej', 'ławki', ',', 'na', 'której', 'siedzi', 'dwóch', 'mężczyzn', '.']","[0, 1, 2, 5, 2, 0, 3, 2, 0, 4, 1, 2, 2, 0, 1, 0, 5, 2, 0, 1, 0, 3, 2, 0, 1, 0, 1, 0, 1, 2, 0, 5, 1, 8, 4, 6, 0, 5]"
"['Chłopiec', 'w', 'niebieskiej', 'kurtce', 'biegnie', 'po', 'śniegu', ',', 'trzymając', 'deskę', ',', 'a', 'za', 'nim', 'biegnie', 'pies', '.']","[0, 1, 2, 0, 4, 1, 0, 5, 4, 0, 5, 3, 1, 7, 4, 0, 5]"
"['Mężczyzna', 'w', 'kaloszach', 'wraz', 'z', 'małym', 'chłopcem', 'leją', 'wodę', 'do', 'zbiornika', 'wodnego', 'w', 'pobliżu', 'znajdującej', 'się', 'obok', 'kobiety', 'z', 'dzieckiem', '.']","[0, 1, 0, 9, 1, 2, 0, 4, 0, 1, 0, 2, 1, 0, 2, 7, 9, 0, 1, 0, 5]"
"['Dwie', 'dziewczynki', 'bawią', 'się', 'na', 'placu', 'zabaw', '.']","[6, 0, 4, 7, 1, 0, 0, 5]"
"['Dwa', 'małe', ',', 'białe', 'psy', 'biegną', 'obok', 'siebie', 'po', 'chodniku', '.']","[6, 2, 5, 2, 0, 4, 1, 7, 1, 0, 5]"
"['Mężczyzna', 'w', 'bluzce', 'w', 'paski', 'niesie', 'deskorolkę', ',', 'idąc', 'po', 'chodniku', 'z', 'płytkami', 'w', 'kształcie', 'gwiazd', '.']","[0, 1, 0, 1, 0, 4, 0, 5, 4, 1, 0, 1, 0, 1, 0, 0, 5]"
"['Dziewczynka', 'podtrzymuje', 'chłopca', ',', 'nurkując', 'z', 'nim', 'pod', 'wodą', '.']","[0, 4, 0, 5, 4, 1, 7, 1, 0, 5]"
"['Chłopak', 'w', 'zielonej', 'koszulce', 'skacze', 'na', 'trawie', 'do', 'góry', 'z', 'uniesionymi', 'rękami', '.']","[0, 1, 2, 0, 4, 1, 0, 1, 0, 1, 2, 0, 5]"
"['Sarna', 'przeskakuje', 'przez', 'płot', 'zrobiony', 'z', 'drutu', '.']","[0, 4, 1, 0, 2, 1, 0, 5]"
"['Trzech', 'piłkarzy', 'gra', 'na', 'stadionie', ',', 'jeden', 'z', 'nich', 'broni', 'bramki', ',', 'drugi', 'skacze', 'w', 'stronę', 'piłki', ',', 'a', 'trzeci', 'obserwuje', 'akcję', '.']","[6, 0, 4, 1, 0, 5, 2, 1, 7, 4, 0, 5, 2, 4, 1, 0, 0, 5, 3, 2, 4, 0, 5]"
"['Człowiek', 'z', 'bosymi', 'stopami', 'siedzi', 'na', 'chodniku', 'pod', 'parasolem', 'oparty', 'o', 'ścianę', 'budynku', '.']","[0, 1, 2, 0, 4, 1, 0, 1, 0, 2, 1, 0, 0, 5]"
"['Pies', 'przechodzi', 'nad', 'wodą', 'po', 'pniu', 'drzewa', '.']","[0, 4, 1, 0, 1, 0, 0, 5]"
"['Kilka', 'osób', 'w', 'sportowych', 'strojach', ',', 'obserwowanych', 'przez', 'widownię', 'spod', 'drzew', ',', 'ściga', 'się', 'na', 'trawie', '.']","[8, 0, 1, 2, 0, 5, 2, 1, 0, 1, 0, 5, 4, 7, 1, 0, 5]"
"['Szary', 'ptak', 'z', 'krótkim', 'dziobem', 'siedzi', 'na', 'gałęzi', 'bezlistnego', 'drzewa', '.']","[2, 0, 1, 2, 0, 4, 1, 0, 2, 0, 5]"
"['Dziewczynka', 'w', 'pomarańczowej', 'sukience', 'w', 'białe', 'kwiaty', 'trzyma', 'rakietkę', 'do', 'tenisa', ',', 'stojąc', 'na', 'chodniku', 'przed', 'domem', '.']","[0, 1, 2, 0, 1, 2, 0, 4, 0, 1, 0, 5, 4, 1, 0, 1, 0, 5]"
"['Dziewczyna', 'trzyma', 'talerz', 'z', 'potrawą', 'nad', 'pojemnikami', 'z', 'jedzeniem', ',', 'a', 'obok', 'stoi', 'chłopak', '.']","[0, 4, 0, 1, 0, 1, 0, 1, 0, 5, 3, 9, 4, 0, 5]"
