tokens,pos_tags
"['Dell', ',', 'maailma', 'suuruselt', 'teine', 'personaalarvutite', 'tootja', 'teatas', 'eelmise', 'aasta', 'septembris', ',', 'et', 'ta', 'jõuab', 'keskkonna', 'vallas', 'nn', 'süsinikneutraalsele', '(', 'carbon', 'neutral', ')', 'tasemele', '2008.', 'aasta', 'lõpuks', '.']","[1, 5, 0, 0, 4, 0, 0, 2, 4, 0, 0, 5, 12, 11, 2, 0, 0, 4, 4, 5, 0, 0, 5, 0, 4, 0, 0, 5]"
"['Selle', 'nädala', 'kolmapäeval', 'teatas', 'firma', ',', 'et', 'nad', 'jõuavad', 'eesmärgini', 'koguni', 'viis', 'kuud', 'enne', 'tähtaega', ',', 'vahendas', 'Reuters', '.']","[10, 0, 0, 2, 0, 5, 12, 11, 2, 0, 9, 3, 0, 8, 0, 5, 2, 1, 5]"
"['Elektrienergia', 'hulk', ',', 'mida', 'Dell', 'saab', 'rohelise', 'energia', '(', 'näiteks', 'tuule-', 'ja', 'päikeseenergia', ')', 'vahendajatelt', ',', 'on', '2004.', 'aastast', 'alates', 'kasvanud', 'enam', 'kui', '9-kordseks', '.']","[0, 0, 5, 11, 1, 2, 4, 0, 5, 9, 0, 7, 0, 5, 0, 5, 6, 4, 0, 8, 2, 9, 12, 4, 5]"
"['2004.', 'aasta', 'seisuga', 'võis', 'rääkida', '12', 'miljonist', 'kilovatt-tunnist', '.']","[4, 0, 0, 6, 2, 3, 3, 0, 5]"
"['2008.', 'aastal', 'räägitakse', 'juba', '116', 'miljonist', 'kilovatt-tunnist', '.']","[4, 0, 2, 9, 3, 3, 0, 5]"
"['Delli', 'hinnngul', 'on', 'säästupoliitika', 'mõjul', 'atmosfääri', 'jäänud', 'paiskamata', '20000', 'tonni', 'CO2', '.']","[1, 0, 6, 0, 8, 0, 2, 2, 3, 0, 13, 5]"
"['Dell', 'pakub', 'oma', 'tarbijatele', 'võimalust', 'osaleda', 'programmis', '„', 'Plant', 'a', 'Tree', 'for', 'Me', '""', ',', 'mis', 'istutab', 'klientide', 'eest', 'puid', 'säästva', 'metsanduse', 'piirkondadesse', '.']","[1, 2, 11, 0, 0, 2, 0, 5, 1, 0, 1, 0, 1, 5, 5, 11, 2, 0, 8, 0, 4, 0, 0, 5]"
"['Usutakse', ',', 'et', 'puud', 'suudavad', 'talletada', 'piisavalt', 'CO2', ',', 'et', 'neutraliseerida', 'arvuti', 'tootmise', 'käigus', 'atmosfäärile', 'põhjustatud', 'kahju', '.']","[2, 5, 12, 0, 2, 2, 9, 13, 5, 12, 2, 0, 0, 8, 0, 4, 0, 5]"
"['Dell', 'ei', 'ole', 'ainus', 'firma', ',', 'mis', 'on', 'panustanud', 'rohelisse', 'algatustesse', '.']","[1, 6, 6, 4, 0, 5, 11, 6, 2, 4, 0, 5]"
"['Järjest', 'enam', 'ettevõtteid', 'üle', 'maailma', 'on', 'otsustanud', 'muuta', 'oma', 'energia', 'tarbimise', 'tõhusamaks', '.']","[9, 9, 0, 8, 0, 6, 2, 2, 11, 0, 0, 4, 5]"
"['Öelge', 'kus', 'see', 'nii', 'ei', 'ole', '?']","[2, 9, 11, 9, 6, 6, 5]"
"['Tallinn', 'on', 'selliseid', 'prügimägesid', 'täis', '!']","[1, 6, 10, 0, 9, 5]"
"['Muide', ',', 'KuMu', 'parkla', 'on', 'ka', 'prügimägi', '.']","[9, 5, 1, 0, 6, 9, 0, 5]"
"['Hiljuti', 'läksin', 'oma', 'külalistega', 'sinna', 'ja', 'oli', 'ikka', 'piinlik', 'küll', '.']","[9, 2, 11, 0, 9, 7, 6, 9, 4, 9, 5]"
"['Seal', 'käib', 'ju', 'palju', 'väliskülalisi', '.']","[9, 2, 9, 9, 0, 5]"
"['Hoiatuseks', 'veel', ',', 'et', 'ärge', 'mingil', 'juhul', 'seal', 'paklas', 'teed', 'mööda', 'kanali', 'poole', 'jalutage', '-', 'prügimägi', 'ja', 'narkarid', '!']","[0, 9, 5, 12, 6, 10, 0, 9, 0, 0, 8, 0, 8, 2, 5, 0, 7, 0, 5]"
"['küsige', 'linnavalitsusest', 'kellele', 'see', 'niitmata', 'ja', 'risustatud', 'plats', 'kuulub', '?']","[2, 0, 11, 10, 4, 7, 4, 0, 2, 5]"
"['Olen', 'kindel', ',', 'et', 'sellel', 'lapikesel', 'on', 'omanik', 'kes', 'selle', 'kunagi', 'ostnud', 'ja', 'nii', 'ta', 'seisab', '.']","[6, 4, 5, 12, 10, 0, 6, 0, 11, 11, 9, 2, 7, 9, 11, 2, 5]"
"['Ja', 'teine', 'valik', 'on', 'võib-olla', 'lihtsalt', 'linnamaa', '.']","[7, 10, 0, 6, 9, 9, 0, 5]"
"['loeti', 'isegi', 'potipõllumaa', 'üle', '.']","[2, 9, 0, 9, 5]"
"['Kuda', 'ei', 'suudeta', 'siis', 'andmeid', 'kasutada', '.']","[9, 6, 2, 9, 0, 2, 5]"
"['Kui', 'igal', 'kinnistul', 'oleks', 'prügiveo', 'leping', 'ja', 'tahad', 'sa', 'või', 'ei', 'taha', ',', 'see', 'prügiauto', 'tuleb', 'su', 'prügi', 'järgi', 'kas', 'või', 'korra', 'kahe', 'nädala', 'jooksul', '.']","[12, 10, 0, 6, 0, 0, 7, 2, 11, 7, 6, 2, 5, 10, 0, 2, 11, 0, 8, 9, 9, 0, 3, 0, 8, 5]"
"['Siis', 'kaob', 'ära', 'see', 'prügi', 'kollektsioneerimine', 'auto', 'pagaažnikusse', 'ja', 'otsingud', ',', 'kuhu', 'või', 'kelle', 'prügikonteinerisse', 'see', 'laadung', 'sokutada', '.']","[9, 2, 9, 11, 0, 0, 0, 0, 7, 0, 5, 9, 7, 11, 0, 10, 0, 2, 5]"
"['Autor', 'ärgu', 'ronigu', 'teiste', 'hoovi', 'pildistama', '.']","[0, 6, 2, 11, 0, 2, 5]"
"['26.11.2012', '19:40']","[3, 3]"
"['Mida', 'sa', 'kolad', 'seal', ',', 'tee', 'oma', 'õuel', 'pilti', ',', 'risu', ',', 'kolu', 'ja', 'mida', 'kõike', 'veel', 'iga', 'nurga', 'peal', '.']","[11, 11, 2, 9, 5, 2, 11, 0, 0, 5, 0, 5, 0, 7, 11, 11, 9, 10, 0, 8, 5]"
"['Tallinnas', 'on', 'see', 'probleem', ',', 'et', 'korista', 'või', 'ära', 'korista', 'oma', 'kortermaja', 'krundiga', 'piirnevat', '""', 'eikellegimaad', '""', ',', '-', 'päeva', 'või', 'paari', 'pärast', 'on', 'prügikastivennad', 'selle', 'ära', 'lagastanud', 'ja', 'mingel', 'hetkel', 'ei', 'jõua', 'ega', 'taha', 'enam', 'nende', 'järelt', 'koristada', '.']","[1, 6, 10, 0, 5, 12, 2, 7, 6, 2, 11, 0, 0, 4, 5, 0, 5, 5, 5, 0, 7, 3, 8, 6, 0, 11, 9, 2, 7, 10, 0, 6, 2, 7, 2, 9, 11, 8, 2, 5]"
"['Pärnu', 'lähistel', 'Papiniidus', '?']","[1, 8, 1, 5]"
"['kui', 'koidulas', 'koolis', 'käisin', '10', 'aastat', 'tagasi', ',', 'siis', 'oli', 'ka', 'seal', 'sama', 'koha', 'peal', 'prügimägi', '!', '!', 'niiet', 'see', 'on', 'väga', 'väga', 'kaua', 'seal', 'olnud', 'juba', '!', '!']","[12, 1, 0, 2, 3, 0, 8, 5, 9, 6, 9, 9, 10, 0, 8, 0, 5, 5, 12, 11, 6, 9, 9, 9, 9, 2, 9, 5, 5]"
"['Pärnus', 'on', 'iga', 'kinnistuga', 'nn', 'sundleping', ',', 'vähemalt', 'nendega', ',', 'kus', 'majake', 'peal', '.']","[1, 6, 10, 0, 4, 0, 5, 9, 11, 5, 9, 0, 9, 5]"
"['Eramaja', 'juurde', 'tuleb', 'prügiauto', 'täpselt', '28', 'päeva', 'pärast', '(', 'kui', 'tahad', 'tihedamini', ',', 'siis', 'muidugi', 'tihedamini', '.']","[0, 8, 2, 0, 9, 3, 0, 8, 5, 12, 2, 9, 5, 12, 9, 9, 5]"
"['Kortermajade', 'juures', 'on', 'ka', 'mingi', 'kindel', 'arv', 'kordi', 'kindlasti', '.']","[0, 8, 6, 9, 10, 4, 0, 0, 9, 5]"
"['Ilmselt', 'siiski', 'linna', 'maa', '...']","[9, 9, 0, 0, 5]"
"['Papiniidu', 'on', 'Pärnu', 'linnaosa', ',', 'peenemalt', 'öeldes', 'asum', 'ja', 'linnapiirist', 'on', 'see', 'üpris', 'kaugel', '.']","[1, 6, 1, 0, 5, 9, 2, 0, 7, 0, 6, 11, 9, 9, 5]"
"['See', 'pilt', 'võib', 'olla', 'tehtud', 'kus', '...']","[10, 0, 6, 6, 2, 9, 5]"
"['Selline', 'vaatepilt', 'avaneb', 'siis', 'kui', 'seista', 'Papiniidu', 'bussipeatuses', 'ja', 'sealt', 'üle', 'tee', 'asuvad', 'suured', 'kaubanduskeskused']","[10, 0, 2, 9, 12, 2, 1, 0, 7, 9, 8, 0, 2, 4, 0]"
