tokens,pos_tags
"['Шолпан', 'Сәрсенбайға', 'шыққан', 'жылы', 'өзіндей', 'жас', 'келіншектермен', 'аулақта', 'кеңескенде', ':', '«', 'Баласыз', 'бала', 'сыз', 'өмірдің', 'қызығы', 'жоқ қой', 'жоқ', 'қой', '»', ',', '–', 'деп', 'аузымен ғана', 'аузымен', 'ғана', 'айтушы', 'еді', '.']","['PROPN', 'PROPN', 'VERB', 'NOUN', 'PRON', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'PUNCT', 'PUNCT', None, 'NOUN', 'ADP', 'NOUN', 'ADJ', None, 'ADJ', 'PART', 'PUNCT', 'PUNCT', 'PUNCT', 'VERB', None, 'NOUN', 'ADV', 'VERB', 'AUX', 'PUNCT']"
"['Мал', 'орнына', 'сатылып', ',', 'жаны', 'сүймеген', 'жанға', 'жар', 'болатын', 'қазақтың', 'сансыз', 'қыздарының', 'ішінен', 'әлдеқалай', 'өзінің', 'сүйгеніне', 'тиген', 'Шолпан', 'шынында', 'бастапқы', 'жылы', 'бала', 'керек', 'қылмады', '.']","['NOUN', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'AUX', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'PRON', 'VERB', 'VERB', 'PROPN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'X', 'VERB', 'PUNCT']"
"['Ақ', 'отаудың', 'ішінде', 'оңаша', 'жатса', 'да', ',', 'яки', 'күйеуін', 'құшақтап', 'жатса', 'да', ',', 'ол', 'ылғи', 'ішінен', ':', '«', 'Жасаған-ау', 'Жасаған', 'ау', ',', 'бала', 'бере', 'көрме', '?', '!', '»', '–', 'деп', 'тілейтін', 'еді', '.']","['ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'CCONJ', 'PUNCT', 'CCONJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'PUNCT', 'PRON', 'ADV', 'NOUN', 'PUNCT', 'PUNCT', None, 'PROPN', 'PART', 'PUNCT', 'NOUN', 'VERB', 'AUX', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'VERB', 'VERB', 'AUX', 'PUNCT']"
"['«', 'Балалы', 'бала', 'лы', 'болсам', ',', 'әдемі', 'өмірім', 'бұзылады-ау', 'бұз', 'ау', '»', ',', '–', 'деп', 'ойлайтын', 'еді', 'Шолпан', '...']","['PUNCT', None, 'NOUN', 'ADP', 'AUX', 'PUNCT', 'ADJ', 'NOUN', None, 'VERB', 'PART', 'PUNCT', 'PUNCT', 'PUNCT', 'VERB', 'VERB', 'AUX', 'PROPN', 'PUNCT']"
"['Бала', 'туса', ',', 'күйеуімен', 'екеуінің', 'ортасында', 'бір', 'тікенек', 'өсетіндей', 'болушы', 'еді', '...']","['NOUN', 'VERB', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'DET', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
"['Қиюласып', 'қосылған', 'екі', 'жанның', 'арасына', 'жат', 'бір', 'үшінші', 'жан', 'түскен', 'соң', ',', 'екеуінің де', 'екеуінің', 'де', 'жалынды', 'жалын', 'лы', ',', 'екпінді', 'екпін', 'ді', 'махаббаты', 'бүлінер', ',', 'бәсеңдер', ',', 'суынар', 'деп', 'қорқушы', 'еді', 'Шолпан', '.']","['VERB', 'VERB', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'DET', 'NUM', 'NOUN', 'VERB', 'ADP', 'PUNCT', None, 'NUM', 'ADV', None, 'NOUN', 'ADP', 'PUNCT', None, 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'PUNCT', 'VERB', 'VERB', 'VERB', 'AUX', 'PROPN', 'PUNCT']"
"['Ғашық', 'адамға', 'Құранның', 'аяты', 'қасиетті', 'емес', ',', 'жарының', 'сөзі', 'қасиетті', ',', 'жарынан', 'басқа', 'адамның', 'сөзін', 'не', 'қылсын', 'Шолпан', '!']","['ADJ', 'NOUN', 'PROPN', 'NOUN', 'ADJ', 'AUX', 'PUNCT', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'VERB', 'PROPN', 'PUNCT']"
"['Бес', 'жылдың', 'ішінде', 'үш', 'баласы', 'бар', 'еді', ':', 'екеуі', 'ұл', ',', 'біреуі', 'қыз', '.']","['NUM', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'AUX', 'PUNCT', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PUNCT']"
"['Дүниеде', 'адамнан', 'қиын', 'жұмбақ', 'жоқ', '.']","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']"
"['Адам', '–', 'шешуі', 'жоқ', 'жұмбақ', '.']","['NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'PUNCT']"
"['Шешуі', 'деп', 'атауға', 'болатын', 'болса', ',', 'адамның', 'шешуі', 'жалғыз', 'өлім', '.']","['VERB', 'X', 'VERB', 'VERB', 'AUX', 'PUNCT', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PUNCT']"
"['Осы', 'ойлар', 'Шолпанның', 'жанында', 'таспиқтай', 'тізілген', 'ретті', 'рет', 'ті', 'болмаса да', 'болмаса', 'да', ',', 'оның', 'жаны', 'соқыр', 'сезіммен', 'осы', 'ойларға', 'өзі', 'барып', 'тірелген', 'еді', ',', 'әм', 'Шолпанның', 'жүрек', 'жарасын', 'ешкімге', 'сездірмеске', 'тырысуының', 'себебі', 'осы', 'еді', '.']","['DET', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'VERB', None, 'NOUN', 'ADP', None, 'AUX', 'ADV', 'PUNCT', 'PRON', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'AUX', 'PUNCT', 'CCONJ', 'PROPN', 'NOUN', 'NOUN', 'PRON', 'VERB', 'VERB', 'NOUN', 'PRON', 'AUX', 'PUNCT']"
"['Не', 'керек', ',', 'жақын', ',', 'жаттың', 'ортасында', 'жалғыз', 'болды', '.']","['PRON', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'AUX', 'PUNCT']"
"['Бітеу', 'жара', 'болды', ',', 'жалғыз', 'өртенді', ',', 'жалғыз', 'жылады', ',', 'дүниеден', 'безді', ',', 'сопы', 'болды', '.']","['ADJ', 'NOUN', 'AUX', 'PUNCT', 'ADJ', 'VERB', 'PUNCT', 'ADJ', 'VERB', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'AUX', 'PUNCT']"
